Order_Item_ID,Order_ID,Product_ID,Quantity,Price_INR,Discount_INR,Total_Amount_INR,Order_Item_Date,Category_ID,Subcategory_ID,Store_ID,Supplier_ID,Offer_ID
844,895,16,1,1620.63,53.29,1567.3400000000001,2024-01-02,5,14,52,34,15.0
845,397,98,2,2075.65,318.59,3832.71,2024-04-25,8,10,80,1,
846,744,239,1,902.3,273.84,628.46,2024-09-30,4,35,6,30,9.0
847,836,274,5,1767.51,22.06,8815.49,2024-07-16,2,19,13,30,15.0
848,791,200,5,1045.67,242.84,4985.51,2024-09-12,10,28,63,24,
849,280,191,2,3639.37,431.4,6847.34,2024-07-07,10,11,97,29,16.0
850,702,28,1,1962.78,302.4,1660.38,2024-03-02,1,45,64,34,3.0
851,412,165,5,178.29,100.76,790.6899999999999,2024-05-16,10,42,10,30,15.0
852,559,184,4,2726.88,116.16,10791.36,2024-05-21,10,3,8,14,
853,320,51,3,4508.25,71.97,13452.78,2024-03-06,3,43,96,23,
854,161,30,3,2324.87,402.3,6572.3099999999995,2024-03-12,6,1,78,16,
855,941,232,2,3139.63,296.35,5982.91,2024-04-22,9,3,31,27,
856,420,153,1,1250.19,331.96,918.23,2024-09-21,4,28,61,17,
857,246,288,5,1735.43,106.45,8570.699999999999,2024-02-20,10,34,56,46,
858,257,177,4,685.67,187.55,2555.1299999999997,2024-05-04,10,36,55,39,12.0
859,548,226,1,4514.2,485.09,4029.1099999999997,2024-01-13,3,43,29,17,
860,697,255,4,289.98,343.1,816.82,2024-07-03,9,21,85,9,
861,1022,210,1,4420.48,190.65,4229.83,2024-09-22,7,45,39,5,10.0
862,95,41,5,1977.72,76.22,9812.380000000001,2024-01-26,7,46,37,21,
863,297,107,5,792.04,318.79,3641.41,2024-05-26,10,9,53,12,12.0
864,920,213,1,1767.78,75.17,1692.61,2024-10-04,1,40,43,40,
865,1085,87,1,4014.43,398.69,3615.74,2024-06-04,6,28,33,35,
866,632,65,4,2290.93,127.19,9036.529999999999,2024-02-01,5,32,26,7,19.0
867,136,72,3,3153.91,81.01,9380.72,2024-07-07,5,41,51,2,
868,109,95,3,3620.66,310.09,10551.89,2024-07-15,1,29,18,1,
869,1116,64,4,2835.34,321.52,11019.84,2024-08-02,10,2,88,17,
870,1162,95,2,4075.43,12.56,8138.299999999999,2024-03-09,1,40,72,2,18.0
871,720,167,5,218.27,330.58,760.7700000000002,2024-01-01,4,15,54,14,
872,880,211,5,4950.17,365.03,24385.82,2024-07-22,3,22,35,20,6.0
873,986,48,1,1191.32,450.94,740.3799999999999,2024-01-08,9,13,4,48,4.0
874,1010,268,2,2163.04,453.16,3872.92,2024-06-10,8,10,100,48,
875,984,51,2,3376.56,285.93,6467.19,2024-07-14,7,12,63,12,20.0
876,311,181,3,4665.75,293.88,13703.37,2024-03-04,7,37,33,3,
877,1068,261,3,1900.89,250.63,5452.04,2024-06-17,1,43,98,30,8.0
878,1132,291,5,2786.3,116.87,13814.63,2024-05-10,4,30,18,36,19.0
879,93,177,5,2531.05,188.68,12466.57,2024-07-11,5,34,18,38,11.0
880,909,106,1,3301.93,58.73,3243.2,2024-01-29,2,44,34,2,14.0
881,511,138,4,2105.56,473.95,7948.29,2024-09-24,10,13,65,10,
882,847,260,5,3913.36,327.68,19239.12,2024-10-07,3,46,61,46,8.0
883,533,41,3,3259.36,326.02,9452.06,2024-01-03,8,39,29,14,
884,1034,180,4,2761.12,346.79,10697.689999999999,2024-06-26,7,49,1,5,
885,195,126,5,1891.01,28.36,9426.689999999999,2024-02-03,6,18,50,17,20.0
886,1062,91,3,4449.36,66.35,13281.729999999998,2024-03-22,4,24,58,23,
887,170,203,1,2371.8,118.5,2253.3,2024-08-08,7,30,43,26,
888,150,125,4,4523.73,218.98,17875.94,2024-04-29,3,41,9,14,
889,1016,195,5,923.11,332.28,4283.27,2024-04-06,7,32,75,31,
890,682,35,3,244.5,373.53,359.97,2024-01-20,2,28,15,50,
891,31,131,3,2615.81,373.25,7474.18,2024-06-19,3,22,73,6,15.0
892,1097,210,4,359.16,390.68,1045.96,2024-03-13,2,37,22,31,
893,573,54,2,3538.22,310.62,6765.82,2024-03-10,7,22,18,50,
894,980,142,3,379.32,2.67,1135.29,2024-05-06,6,44,73,2,4.0
895,766,63,2,3116.89,470.31,5763.469999999999,2024-02-24,7,50,96,45,6.0
896,271,292,4,4561.02,410.27,17833.81,2024-05-03,1,20,55,43,20.0
897,161,271,3,188.65,307.94,258.01000000000005,2024-03-28,9,20,28,4,
898,498,46,4,2840.66,443.93,10918.71,2024-03-01,5,49,78,28,10.0
899,675,70,2,2368.15,181.64,4554.66,2024-04-21,9,44,80,6,17.0
900,594,152,3,4488.57,477.0,12988.71,2024-09-30,10,24,82,20,20.0
901,757,161,1,927.74,172.05,755.69,2024-03-14,1,37,90,50,8.0
902,1104,168,5,196.07,71.72,908.6299999999999,2024-01-29,1,19,62,48,12.0
903,705,45,1,4085.6,44.13,4041.47,2024-07-21,3,15,37,13,2.0
904,66,17,5,2521.41,359.57,12247.48,2024-04-04,4,47,24,25,16.0
905,121,300,2,1056.26,94.13,2018.3899999999999,2024-01-22,5,9,69,41,5.0
906,123,198,1,3382.47,198.8,3183.6699999999996,2024-05-05,10,41,89,16,10.0
907,640,283,1,4996.27,298.55,4697.72,2024-07-30,5,39,63,38,
908,910,182,3,1349.03,93.15,3953.94,2024-02-09,10,2,48,47,14.0
909,476,233,1,2643.1,115.51,2527.5899999999997,2024-09-25,9,13,98,49,19.0
910,110,136,4,1143.48,58.86,4515.06,2024-10-03,9,34,95,8,
911,892,221,1,3421.86,39.43,3382.4300000000003,2024-08-31,9,50,25,35,17.0
912,700,55,3,1699.16,331.5,4765.9800000000005,2024-05-05,8,5,34,34,20.0
913,277,261,5,106.05,395.81,134.44,2024-09-22,10,35,58,50,
914,1177,173,2,1250.7,205.55,2295.85,2024-07-20,6,47,70,2,
915,973,101,4,3283.79,93.05,13042.11,2024-07-28,3,33,67,10,4.0
916,649,175,2,4816.9,409.17,9224.63,2024-04-11,10,15,39,22,19.0
917,1045,74,1,1006.19,388.81,617.3800000000001,2024-07-31,10,13,25,49,18.0
918,270,179,2,1586.71,307.51,2865.91,2024-01-11,1,24,92,33,
919,759,145,3,1637.09,373.84,4537.429999999999,2024-08-13,5,1,50,29,
920,912,21,3,3002.31,191.97,8814.960000000001,2024-06-14,8,6,1,23,3.0
921,652,13,3,2632.63,366.69,7531.200000000001,2024-08-08,3,21,17,37,
922,860,101,2,434.4,481.17,387.62999999999994,2024-04-18,6,16,61,21,
923,248,253,4,2480.28,351.02,9570.1,2024-02-17,2,35,86,38,8.0
924,413,135,5,4119.57,292.96,20304.89,2024-06-28,6,4,83,42,6.0
925,689,257,4,2052.48,421.75,7788.17,2024-06-20,1,38,45,46,16.0
926,317,140,5,3664.12,108.95,18211.649999999998,2024-06-22,1,42,16,37,
927,861,14,1,2431.99,351.58,2080.41,2024-05-11,1,39,70,19,3.0
928,1164,171,4,4713.17,442.64,18410.04,2024-05-08,2,50,57,18,9.0
929,347,265,2,3406.45,115.98,6696.92,2024-02-19,5,35,20,17,
930,174,148,2,2736.1,481.31,4990.889999999999,2024-06-03,3,43,31,42,15.0
931,870,294,1,816.42,102.72,713.6999999999999,2024-02-16,10,15,19,1,6.0
932,771,101,1,1310.48,330.9,979.58,2024-04-22,3,26,34,46,12.0
933,462,34,3,3981.27,225.45,11718.359999999999,2024-08-17,9,37,75,31,
934,24,32,3,3686.33,339.5,10719.49,2024-02-21,7,33,3,29,4.0
935,543,26,1,2497.53,32.84,2464.69,2024-07-11,8,30,35,7,15.0
936,39,243,3,2423.45,166.47,7103.879999999999,2024-01-31,10,20,34,39,12.0
937,248,232,2,4807.88,53.73,9562.03,2024-08-11,2,4,66,44,
938,285,46,4,3441.52,110.08,13656.0,2024-06-13,10,5,74,7,
939,222,176,3,2515.38,490.08,7056.06,2024-05-14,8,10,81,15,
940,1071,253,5,952.8,261.21,4502.79,2024-01-13,6,45,85,45,
941,898,175,5,640.47,60.48,3141.8700000000003,2024-01-04,8,43,96,42,14.0
942,1086,126,2,2898.36,92.36,5704.360000000001,2024-04-30,8,15,1,15,13.0
943,1176,182,3,2148.57,242.25,6203.460000000001,2024-02-02,1,46,47,13,1.0
944,248,121,5,880.69,61.03,4342.420000000001,2024-08-17,1,50,66,45,11.0
945,903,284,1,4619.54,96.98,4522.56,2024-01-30,6,21,1,23,
946,875,201,3,664.62,127.34,1866.5200000000002,2024-02-17,1,49,94,44,3.0
947,1050,131,5,3930.15,0.69,19650.06,2024-06-19,1,31,47,20,3.0
948,1059,229,4,1706.83,323.85,6503.469999999999,2024-09-05,1,8,75,22,
949,451,159,4,4442.31,211.85,17557.390000000003,2024-04-10,5,3,48,24,
950,811,205,1,1507.0,376.36,1130.6399999999999,2024-05-22,8,40,32,4,
951,1123,55,1,4397.29,445.19,3952.1,2024-10-05,3,31,21,16,17.0
952,672,85,5,2297.64,297.81,11190.39,2024-09-04,6,5,47,30,
953,750,65,3,399.98,197.19,1002.75,2024-04-30,9,32,36,47,4.0
954,1007,172,3,2172.27,134.83,6381.98,2024-09-14,1,9,49,21,
955,920,246,3,2199.49,328.59,6269.879999999999,2024-04-03,7,14,85,4,14.0
956,781,299,1,1381.87,52.01,1329.86,2024-05-05,6,46,89,42,14.0
957,473,204,5,509.31,413.91,2132.6400000000003,2024-04-09,7,48,22,7,
958,677,14,2,2610.7,328.02,4893.379999999999,2024-02-16,8,6,36,43,
959,641,172,4,2881.7,63.01,11463.789999999999,2024-02-15,4,19,99,33,
960,1161,101,3,3757.76,370.92,10902.36,2024-05-11,10,38,34,43,9.0
961,99,284,5,237.39,129.65,1057.2999999999997,2024-04-09,2,30,47,42,
962,1068,1,5,3362.25,336.95,16474.3,2024-06-09,1,25,70,47,15.0
963,66,138,3,267.93,248.34,555.4499999999999,2024-01-17,6,37,48,30,20.0
964,124,217,5,3901.85,368.37,19140.88,2024-09-17,9,25,95,20,
965,386,295,1,3549.75,487.16,3062.59,2024-08-31,9,28,27,41,13.0
966,876,121,3,4336.27,312.75,12696.060000000001,2024-04-20,4,42,96,32,
967,69,159,1,2774.25,113.6,2660.65,2024-04-16,5,34,58,24,20.0
968,754,298,2,986.62,206.42,1766.82,2024-06-08,3,1,16,24,7.0
969,717,91,4,4220.8,291.91,16591.29,2024-08-31,6,1,44,34,12.0
970,317,81,1,3087.3,234.81,2852.4900000000002,2024-02-26,3,32,41,8,
971,850,16,3,3142.27,423.18,9003.63,2024-04-08,2,1,33,10,
972,1054,198,5,3204.74,158.58,15865.119999999999,2024-06-16,2,1,65,28,2.0
973,180,247,4,4608.98,46.74,18389.179999999997,2024-07-22,8,17,56,45,
974,1065,33,4,702.34,304.06,2505.3,2024-07-29,6,44,16,24,12.0
975,448,39,5,3597.65,83.89,17904.36,2024-05-21,6,23,57,25,3.0
976,1076,65,4,4791.55,272.19,18894.010000000002,2024-01-09,2,23,57,43,
977,1144,184,1,1474.9,156.44,1318.46,2024-05-19,7,14,73,18,12.0
978,980,248,3,4347.33,118.59,12923.4,2024-08-25,4,23,89,6,1.0
979,1109,212,5,978.06,376.6,4513.699999999999,2024-05-29,6,47,42,37,3.0
980,234,236,1,3379.51,40.57,3338.94,2024-04-30,2,25,85,21,3.0
981,125,145,2,2995.14,239.21,5751.07,2024-04-09,5,26,54,28,
982,441,121,5,2042.38,8.32,10203.580000000002,2024-01-13,1,30,23,33,
983,342,81,5,2454.67,97.89,12175.460000000001,2024-04-01,4,30,6,16,
984,342,296,1,3517.8,132.94,3384.86,2024-05-19,2,4,88,37,6.0
985,831,297,1,153.95,459.86,-305.91,2024-05-10,9,2,16,3,2.0
986,986,183,2,1719.02,127.88,3310.16,2024-02-04,10,38,2,9,
987,279,81,5,2071.15,45.99,10309.76,2024-06-02,10,19,35,6,
988,346,67,5,3161.67,498.27,15310.08,2024-10-03,2,48,15,29,14.0
989,318,139,5,4996.84,6.17,24978.030000000002,2024-07-07,6,10,100,32,
990,592,59,5,912.96,184.19,4380.610000000001,2024-09-22,4,33,66,25,
991,311,156,5,3508.57,152.36,17390.49,2024-03-23,1,31,42,2,2.0
992,938,128,2,3511.6,396.35,6626.849999999999,2024-09-19,3,12,72,19,
993,242,148,3,2017.88,392.94,5660.700000000001,2024-01-06,10,21,7,29,16.0
994,395,250,2,4760.6,91.02,9430.18,2024-06-12,7,49,83,17,
995,963,207,1,1489.6,230.13,1259.4699999999998,2024-04-08,3,47,1,47,10.0
996,903,252,4,244.74,261.48,717.48,2024-07-17,2,34,60,26,
997,702,177,4,3824.22,182.44,15114.439999999999,2024-08-15,8,24,6,11,
998,564,228,1,4137.59,190.0,3947.59,2024-07-14,4,35,84,2,9.0
999,285,167,5,3043.73,424.65,14794.0,2024-05-19,4,47,86,46,
1000,254,158,4,2926.68,451.86,11254.859999999999,2024-03-14,5,21,42,43,8.0
1001,403,117,4,1855.16,329.26,7091.38,2024-08-20,6,40,82,49,
1002,298,133,4,4409.61,276.37,17362.07,2024-04-04,3,4,53,45,
1003,1053,91,1,4421.9,413.53,4008.37,2024-08-11,5,1,7,34,2.0
1004,606,92,1,4301.57,265.77,4035.7999999999997,2024-08-02,8,1,35,31,7.0
1005,6,37,4,1221.87,24.2,4863.28,2024-07-20,8,18,38,15,18.0
1006,787,213,3,1081.62,228.87,3015.99,2024-02-01,5,49,88,45,
1007,382,26,4,1932.7,260.46,7470.34,2024-08-28,6,38,84,47,18.0
1008,451,153,4,4989.48,132.66,19825.26,2024-02-07,8,30,66,6,14.0
1009,964,207,4,1694.32,331.69,6445.59,2024-02-14,1,50,63,43,4.0
1010,996,67,4,870.99,240.5,3243.46,2024-02-13,3,25,45,24,
1011,115,233,3,4435.47,369.29,12937.119999999999,2024-08-23,8,43,39,3,15.0
1012,287,14,4,4018.42,197.8,15875.880000000001,2024-04-25,9,20,68,38,15.0
1013,1036,47,2,4284.26,352.65,8215.87,2024-03-13,3,14,33,5,1.0
1014,398,46,5,673.39,412.83,2954.12,2024-10-06,7,31,13,39,
1015,372,271,3,2198.33,154.98,6440.01,2024-09-20,5,35,27,22,
1016,593,91,1,1167.74,439.96,727.78,2024-05-31,6,3,48,11,5.0
1017,1158,146,5,3248.2,52.25,16188.75,2024-08-01,2,1,86,20,2.0
1018,89,293,4,1114.58,179.06,4279.259999999999,2024-01-01,8,20,99,38,2.0
1019,722,267,1,798.56,234.42,564.14,2024-03-24,2,16,49,24,4.0
1020,44,222,1,929.13,72.6,856.53,2024-02-23,8,37,97,37,11.0
1021,265,220,4,1584.92,155.04,6184.64,2024-07-02,8,42,41,7,
1022,106,17,5,4831.59,76.39,24081.56,2024-07-15,5,34,99,15,
1023,630,236,5,1555.35,57.7,7719.05,2024-05-29,9,20,90,20,
1024,237,197,5,869.44,333.82,4013.3800000000006,2024-09-25,2,44,41,46,
1025,498,25,3,1320.35,193.94,3767.1099999999997,2024-09-10,10,20,4,11,
1026,1024,70,5,827.91,427.7,3711.8500000000004,2024-08-11,5,43,75,39,12.0
1027,232,194,2,705.58,397.51,1013.6500000000001,2024-01-15,8,47,90,14,20.0
1028,354,216,4,2582.97,450.57,9881.31,2024-03-27,8,29,39,6,
1029,746,169,2,1798.65,489.08,3108.2200000000003,2024-03-05,6,29,62,38,
1030,389,210,3,3669.41,195.01,10813.22,2024-07-24,8,49,20,21,
1031,1088,224,5,3890.5,332.81,19119.69,2024-10-06,3,9,15,1,18.0
1032,703,250,1,3948.5,345.56,3602.94,2024-03-10,1,34,82,35,11.0
1033,1118,238,1,1075.67,384.82,690.8500000000001,2024-01-13,3,10,9,25,15.0
1034,143,228,2,965.5,201.16,1729.84,2024-08-04,1,9,83,17,14.0
1035,628,3,5,4738.04,349.29,23340.91,2024-08-12,6,16,9,34,12.0
1036,542,241,1,3476.25,119.62,3356.63,2024-05-12,7,1,78,18,
1037,277,270,5,4542.51,480.66,22231.890000000003,2024-05-21,2,45,46,22,
1038,1155,252,2,2016.07,485.49,3546.6499999999996,2024-01-06,5,31,69,32,18.0
1039,268,156,1,2120.54,238.42,1882.12,2024-02-28,5,1,5,8,4.0
1040,26,205,3,1711.84,29.53,5105.99,2024-02-06,7,34,75,6,
1041,347,167,4,4975.42,26.49,19875.19,2024-08-09,8,21,18,31,
1042,914,252,4,2923.38,274.11,11419.41,2024-09-27,1,30,91,31,15.0
1043,940,251,4,489.85,386.73,1572.67,2024-05-03,5,31,34,28,9.0
1044,1026,83,1,692.71,220.74,471.97,2024-03-03,6,11,22,48,7.0
1045,321,112,5,4175.57,42.6,20835.25,2024-03-04,10,3,66,37,
1046,898,123,4,3931.31,366.4,15358.84,2024-09-22,2,34,5,11,5.0
1047,308,232,1,1980.34,320.36,1659.98,2024-01-26,7,32,91,3,20.0
1048,891,221,5,3564.17,288.72,17532.129999999997,2024-01-25,6,17,81,45,
1049,468,233,2,1413.98,36.06,2791.9,2024-08-18,4,40,12,29,
1050,1020,176,4,2285.28,493.95,8647.17,2024-05-10,1,42,53,8,13.0
1051,738,229,3,3963.81,364.0,11527.43,2024-06-28,8,30,60,3,
1052,172,65,2,608.44,276.55,940.3300000000002,2024-01-02,2,33,84,20,20.0
1053,520,137,1,4600.71,441.68,4159.03,2024-07-16,9,48,15,35,5.0
1054,894,161,5,2894.25,152.58,14318.67,2024-08-25,3,15,78,28,12.0
1055,442,206,2,1240.33,208.5,2272.16,2024-04-23,3,33,51,8,
1056,444,65,3,4245.05,51.51,12683.640000000001,2024-08-21,8,13,17,21,
1057,398,73,3,259.37,70.37,707.74,2024-09-16,2,15,73,3,
1058,398,101,1,709.77,67.44,642.3299999999999,2024-07-24,2,45,8,44,
1059,1150,10,1,945.81,10.56,935.25,2024-05-30,7,38,17,4,
1060,50,252,3,560.82,489.38,1193.08,2024-03-13,7,1,45,4,2.0
1061,408,220,2,2223.35,336.87,4109.83,2024-07-19,1,10,35,31,14.0
1062,1078,221,2,1211.67,395.11,2028.23,2024-09-30,1,13,21,13,8.0
1063,559,226,3,2383.89,70.89,7080.78,2024-05-09,10,37,47,4,12.0
1064,727,81,3,4415.9,183.68,13064.019999999999,2024-05-19,7,18,90,45,
1065,1085,275,5,4985.68,21.73,24906.670000000002,2024-05-26,7,48,68,1,13.0
1066,702,147,3,1433.9,284.98,4016.7200000000007,2024-10-07,4,34,95,5,
1067,429,214,3,3088.04,457.32,8806.8,2024-07-26,1,44,47,18,
1068,977,211,4,427.35,373.89,1335.5100000000002,2024-07-19,3,50,44,9,20.0
1069,165,13,2,3174.89,397.22,5952.5599999999995,2024-09-03,5,20,89,50,
1070,1066,156,2,3709.77,457.97,6961.57,2024-06-03,8,45,48,24,6.0
1071,80,248,1,401.52,311.67,89.84999999999997,2024-06-22,4,32,33,34,
1072,32,96,1,4308.72,3.4,4305.320000000001,2024-08-13,6,3,9,43,
1073,588,79,4,2710.87,256.2,10587.279999999999,2024-06-19,3,36,92,13,18.0
1074,1147,267,3,3122.17,95.63,9270.880000000001,2024-01-29,2,40,55,24,13.0
1075,276,174,4,1660.49,480.56,6161.4,2024-08-08,3,48,16,39,7.0
1076,409,275,3,2418.69,194.58,7061.49,2024-04-24,4,4,82,2,
1077,375,297,4,1811.06,493.61,6750.63,2024-07-06,1,14,59,22,15.0
1078,783,33,5,2744.21,20.31,13700.74,2024-06-14,10,18,31,25,5.0
1079,1134,212,3,3593.23,168.81,10610.880000000001,2024-01-23,9,18,93,25,
1080,161,57,1,2634.33,371.73,2262.6,2024-09-23,7,42,31,41,
1081,598,298,2,1660.89,31.11,3290.67,2024-06-12,7,22,60,17,
1082,259,282,5,2975.13,110.13,14765.520000000002,2024-03-09,5,36,6,10,19.0
1083,686,158,3,2030.83,307.64,5784.849999999999,2024-07-12,9,29,25,46,
1084,341,189,5,938.98,34.99,4659.91,2024-07-22,2,40,4,44,4.0
1085,961,144,2,3061.18,475.21,5647.15,2024-03-30,7,19,55,27,20.0
1086,42,49,4,1672.82,346.19,6345.09,2024-01-10,9,47,54,23,19.0
1087,976,278,3,2180.78,136.54,6405.8,2024-08-05,4,35,66,4,
1088,713,24,2,4043.17,173.61,7912.7300000000005,2024-08-31,6,15,27,40,10.0
1089,610,283,4,2302.82,306.24,8905.04,2024-09-17,8,4,50,5,
1090,206,196,4,1824.79,56.11,7243.05,2024-08-14,9,7,26,8,16.0
1091,781,225,1,4499.43,307.0,4192.43,2024-02-17,10,47,21,39,4.0
1092,861,270,1,1242.13,236.15,1005.9800000000001,2024-02-08,8,9,32,32,17.0
1093,657,228,4,1026.6,2.28,4104.12,2024-08-06,2,46,22,36,
1094,299,186,5,754.79,144.09,3629.8599999999997,2024-01-21,3,13,59,27,15.0
1095,762,113,5,3423.05,443.45,16671.8,2024-04-03,3,43,28,25,10.0
1096,65,153,5,4689.05,366.65,23078.6,2024-01-17,2,1,60,20,15.0
1097,211,171,2,4264.64,462.74,8066.540000000001,2024-05-20,3,2,33,21,
1098,1037,293,5,1912.03,113.25,9446.9,2024-02-10,4,6,9,9,
1099,357,195,1,2935.45,193.68,2741.77,2024-03-30,9,11,53,31,
1100,422,64,5,3323.7,173.81,16444.69,2024-06-06,7,10,55,10,8.0
1101,222,20,3,4063.83,328.22,11863.27,2024-06-26,2,15,13,11,11.0
1102,174,244,3,836.73,476.61,2033.58,2024-07-25,6,6,96,8,1.0
1103,1111,109,1,3099.12,476.88,2622.24,2024-07-03,8,15,77,10,
1104,356,239,5,2223.66,295.97,10822.33,2024-03-04,3,10,82,50,
1105,1193,149,1,1667.15,41.92,1625.23,2024-03-14,5,21,94,15,
1106,1184,56,3,4655.16,118.2,13847.279999999999,2024-09-22,4,36,53,8,11.0
1107,342,78,5,3391.89,141.37,16818.08,2024-01-03,3,37,35,40,
1108,643,222,4,3419.45,75.98,13601.82,2024-02-04,6,3,76,45,
1109,484,8,4,4275.87,97.22,17006.26,2024-09-14,3,34,10,5,
1110,315,63,3,1067.63,224.68,2978.2100000000005,2024-03-03,1,36,98,3,18.0
1111,1156,3,2,1048.49,352.7,1744.28,2024-02-01,1,13,87,26,14.0
1112,88,36,4,1912.18,411.6,7237.12,2024-08-21,3,14,19,33,
1113,512,268,1,1395.36,413.76,981.5999999999999,2024-03-21,4,5,55,24,
1114,156,216,5,4399.89,373.87,21625.58,2024-02-14,1,46,42,43,
1115,72,176,5,4002.13,19.36,19991.29,2024-05-28,5,33,74,19,8.0
1116,870,68,2,1297.73,413.86,2181.6,2024-06-13,2,34,33,39,13.0
1117,422,41,3,4294.8,333.71,12550.690000000002,2024-01-27,1,18,52,35,
1118,794,179,5,4696.74,33.24,23450.459999999995,2024-08-16,6,46,3,34,
1119,386,64,3,1766.98,198.63,5102.31,2024-05-25,3,4,67,38,1.0
1120,436,55,2,920.41,24.35,1816.47,2024-02-04,3,27,2,37,8.0
1121,532,212,2,1085.39,435.18,1735.6000000000001,2024-04-07,7,11,51,29,
1122,422,298,2,649.62,38.23,1261.01,2024-07-21,10,8,98,6,7.0
1123,1050,190,1,3609.78,171.48,3438.3,2024-09-21,6,43,52,10,
1124,365,73,5,3097.05,298.03,15187.22,2024-06-28,1,16,10,48,
1125,267,144,2,2342.82,270.89,4414.75,2024-03-18,3,5,74,20,
1126,1069,48,4,1314.38,93.24,5164.280000000001,2024-05-29,5,28,98,44,9.0
1127,166,107,4,1218.19,165.3,4707.46,2024-07-04,4,36,93,42,
1128,840,198,2,605.35,283.74,926.96,2024-09-17,2,47,94,36,
1129,4,15,1,4597.76,482.73,4115.030000000001,2024-04-14,10,28,87,7,
1130,191,61,4,4872.65,76.66,19413.94,2024-08-01,10,8,75,48,15.0
1131,30,238,2,2619.53,484.52,4754.540000000001,2024-03-13,5,3,2,30,10.0
1132,459,287,5,1344.22,86.45,6634.650000000001,2024-08-14,3,26,87,16,
1133,820,229,2,2283.74,263.46,4304.0199999999995,2024-01-16,10,49,22,28,
1134,1042,127,4,3305.44,362.69,12859.07,2024-08-03,1,3,83,41,
1135,1057,125,5,2873.34,282.73,14083.970000000001,2024-06-15,4,33,21,14,7.0
1136,1117,145,3,3895.15,162.79,11522.66,2024-07-15,10,48,92,37,1.0
1137,1084,20,2,4185.61,244.55,8126.669999999999,2024-07-25,8,25,1,31,
1138,80,2,5,348.57,426.7,1316.1499999999999,2024-08-14,6,9,8,40,6.0
1139,110,68,3,1690.89,237.09,4835.58,2024-06-28,1,10,78,34,5.0
1140,559,111,4,3287.94,298.68,12853.08,2024-04-05,1,44,53,34,
1141,569,190,1,4159.73,332.4,3827.3299999999995,2024-06-04,1,50,97,41,
1142,220,215,5,2943.19,350.9,14365.050000000001,2024-04-26,1,38,8,39,20.0
1143,600,111,5,709.69,336.72,3211.7300000000005,2024-08-28,5,23,13,26,
1144,553,297,3,139.85,481.83,-62.28000000000003,2024-09-30,8,40,54,46,11.0
1145,824,137,5,2551.13,446.33,12309.320000000002,2024-03-11,6,36,34,23,7.0
1146,818,2,4,840.7,19.34,3343.46,2024-04-22,9,40,14,35,20.0
1147,584,65,5,2069.1,327.23,10018.27,2024-09-02,2,2,63,22,
1148,727,14,2,1389.36,386.74,2391.9799999999996,2024-08-28,9,43,73,10,10.0
1149,590,175,2,3682.91,192.26,7173.5599999999995,2024-01-31,6,2,92,23,6.0
1150,421,108,4,2411.22,132.42,9512.46,2024-09-26,1,37,19,20,
1151,135,176,4,4219.84,162.44,16716.920000000002,2024-08-25,1,38,14,2,14.0
1152,339,284,1,4544.66,283.87,4260.79,2024-05-10,6,14,36,28,
1153,672,172,4,1137.01,306.63,4241.41,2024-08-10,7,20,62,25,
1154,931,44,3,1872.21,246.93,5369.7,2024-06-29,10,37,28,8,
1155,1057,254,2,4935.62,185.45,9685.789999999999,2024-06-08,1,34,15,50,
1156,863,179,2,2779.02,337.22,5220.82,2024-01-18,3,35,95,10,
1157,739,52,2,4318.96,422.3,8215.62,2024-07-04,10,27,7,20,8.0
1158,952,120,2,2243.37,287.62,4199.12,2024-09-19,7,16,24,7,
1159,947,209,4,2602.27,95.2,10313.88,2024-02-11,8,24,92,20,11.0
1160,166,25,5,3135.48,35.0,15642.4,2024-08-09,4,34,54,50,16.0
1161,990,36,4,2941.36,58.88,11706.560000000001,2024-07-10,1,34,4,27,15.0
1162,748,61,3,3131.18,420.98,8972.56,2024-04-06,5,46,60,18,
1163,421,64,2,2882.5,321.65,5443.35,2024-09-11,6,38,18,44,5.0
1164,892,286,5,1842.28,231.41,8979.99,2024-04-26,10,35,60,30,
1165,158,206,2,3152.22,356.0,5948.44,2024-08-14,6,4,36,34,9.0
1166,279,197,1,2053.76,82.62,1971.1400000000003,2024-09-23,2,8,60,48,4.0
1167,730,28,4,1367.84,47.98,5423.38,2024-04-25,6,41,93,25,5.0
1168,265,103,1,1048.74,123.94,924.8,2024-08-19,6,43,96,46,
1169,531,83,5,740.4,443.31,3258.69,2024-09-03,3,50,79,15,7.0
1170,471,233,1,3942.15,464.81,3477.34,2024-05-18,5,15,24,24,4.0
1171,616,298,5,4943.46,170.39,24546.91,2024-07-20,7,18,32,7,
1172,378,43,2,194.58,357.86,31.30000000000001,2024-04-12,5,5,13,38,19.0
1173,769,255,1,756.27,235.02,521.25,2024-08-07,1,13,28,29,
1174,1131,132,4,1780.18,341.88,6778.84,2024-05-18,10,30,43,38,11.0
1175,363,298,1,3807.0,31.25,3775.75,2024-04-04,9,37,75,5,
1176,422,133,3,3887.9,270.43,11393.27,2024-03-05,6,49,37,13,1.0
1177,154,156,3,1904.38,479.39,5233.75,2024-06-11,2,39,67,34,
1178,1087,178,4,1103.01,477.95,3934.09,2024-06-28,2,27,31,32,17.0
1179,922,91,4,4353.94,93.42,17322.34,2024-05-17,10,16,66,20,
1180,886,42,1,712.01,420.05,291.96,2024-05-11,7,11,80,12,
