order_Id,Order_number,User_id,Total_amount,Discount_amount,Gross_amount,Shipping_amount,Net_amount,Order_date,Delivery_date,Status,Payment_status,Payment_type,Payment_transaction_id
290,674b2323-4ee4-41b5-904e-871ee593d7f5,978,780.84,540.81,6321.78,466.13,2487.16,27-03-2024,27-03-2024,processing,not paid,cod,20a9e6d3-e341-4a88-ba5e-df32615b1626
291,1b5a90a4-8d22-4bef-8cd0-8ef844dbb62a,338,2267.66,89.73,10020.24,370.83,10831.49,17-08-2024,14-02-2024,processing,not paid,netbanking,f667acbe-1b28-4f28-a0e8-c4f193ad3edf
292,69590807-90b3-4ea8-aff4-1b5a37569841,686,992.91,1533.37,8188.66,323.08,3552.52,14-07-2024,08-04-2024,processing,not paid,upi,b12a90a4-01b5-485d-bccd-6dd90ef56f36
293,adc24c28-ff02-4865-8b9f-016f3d1c59e5,578,8266.77,693.79,6948.52,262.06,9688.9,09-05-2024,29-03-2024,delivered,paid,upi,9f00dfb9-81db-4a18-8091-a8556fc43a41
294,dbd44fcc-9971-4c92-a4d1-563cf3db3b3e,699,2785.16,1208.06,9450.41,305.37,7321.76,08-02-2024,23-09-2024,delivered,not paid,netbanking,cc646ef1-4c49-41da-9631-7c55b77b1627
295,124abfdb-94af-490e-9b2c-1c6ba91ea825,580,3191.84,712.81,8830.57,86.76,1315.1,07-05-2024,30-07-2024,shipping,paid,upi,ddf2e41a-6ac0-4806-aad8-2c586ac9eeb4
296,37c26a85-5b1a-4ba3-bc05-40ef2b9635cd,550,1536.13,1146.36,5085.26,314.72,6243.24,09-01-2024,26-03-2024,placed,paid,upi,72450a23-19f3-44b7-9559-17a5aa16fefe
297,e25e0058-4f4e-47af-82a3-1455f71bc8fa,498,4843.62,1230.24,2423.09,346.4,9463.53,19-09-2024,25-02-2024,shipping,paid,upi,d1476c5c-b6d9-40d7-bcbc-e76cf895a337
298,08d390dd-79f8-42a4-b94a-e21c04956e22,666,3129.8,259.41,5991.1,214.6,7569.55,08-01-2024,29-03-2024,shipping,not paid,upi,ab204174-39f4-4221-8d75-567f54ef4887
299,b2229325-83fb-43a8-b0c3-b249f3aa7da4,253,2453.55,1485.49,11819.34,75.88,7953.51,09-09-2024,26-07-2024,processing,not paid,netbanking,036665ab-7e99-4541-a37d-f874a673b1d2
300,87e864d5-97e9-4e0f-8dd8-1cbaee22bb2a,217,2157.59,1339.94,9657.34,411.95,9539.12,20-05-2024,01-01-2024,processing,not paid,netbanking,e28a19e1-5c16-4fa3-b66a-8fea15c5cb92
301,364146ad-1b7c-4281-b536-7c6c17775cb1,164,8047.16,1578.19,8290.25,214.07,2374.44,22-04-2024,11-01-2024,delivered,paid,upi,a98c7ad1-146f-49b4-a52c-dcd22383c1a1
302,c7209df7-6911-4cf7-ad51-4e108d5a90be,425,2736.63,112.8,3299.78,463.63,2685.38,25-08-2024,07-05-2024,shipping,paid,cod,880b9289-a5de-41bb-a978-cf83433f4548
303,be466323-52bc-47f4-867b-48d3cbe4fd15,604,3492.36,624.9,8755.64,210.77,1632.44,24-05-2024,06-07-2024,placed,paid,cod,c3a9c3cf-5cb3-4704-a6e6-b430a97a224d
304,0dc1c81e-a9d9-4ebd-bdc5-fc417861927e,920,3968.42,1894.31,726.46,137.76,3604.78,08-01-2024,03-01-2024,processing,not paid,cod,2517d0d7-e64d-414c-868e-c7bf78df0b20
305,762d5049-e3f3-412f-90cf-e4945d039f2e,459,4145.19,835.67,8619.88,335.37,6262.94,15-09-2024,17-02-2024,processing,not paid,netbanking,99a01706-1335-451f-b812-18e16d47ce5a
306,81ad916c-927e-4a5b-9460-40dbb2258665,564,9651.4,685.51,6511.18,480.19,8369.98,26-02-2024,05-10-2024,shipping,not paid,netbanking,2801b385-c6d3-468a-b097-493f8d13de92
307,d9a20375-f507-4115-b455-41277b7d2738,752,2092.96,975.09,2369.6,217.78,9777.51,04-05-2024,31-05-2024,placed,paid,upi,20e93cc4-aad7-45f7-9cc5-6eb7a0d97b49
308,3a30401d-9fd5-40a3-95c8-5f1c6273fe54,732,1529.54,56.1,8628.04,466.99,7240.59,21-04-2024,04-09-2024,shipping,paid,netbanking,05b0474e-c05c-4ea1-9a29-fee86136ac32
309,51144a19-5a98-4014-b31c-f19543ab3f19,665,5535.7,25.54,8497.58,460.49,5995.58,05-01-2024,20-05-2024,processing,not paid,upi,00f6cc01-6bfd-4a63-9017-b067095d0b51
310,1776cb8b-863d-4d58-8a28-fc477a3c6754,132,2612.98,129.16,4475.76,246.04,1894.54,01-08-2024,28-08-2024,shipping,paid,upi,99d24a35-a8ed-4037-90d1-4a61b13b02a2
311,e96646f5-4801-449c-bc0b-175b5cf5fb39,393,914.4,593.74,9732.9,352.17,2321.11,03-09-2024,05-04-2024,placed,paid,upi,86c65815-5b71-4016-8edc-2d1372a0aea4
312,946e4f9b-1b54-40db-aed3-cfa7d2192e03,936,1900.65,1367.52,8082.53,159.28,3460.93,07-05-2024,20-06-2024,shipping,paid,cod,1194f3a3-4e1d-4d61-abb4-30f9b9312672
313,59a19f3a-b210-40f1-939f-767aa5aeabf4,868,4279.79,36.55,2797.55,177.84,2095.67,17-09-2024,21-05-2024,delivered,not paid,cod,4a82be12-865a-4563-a429-fae165aeb118
314,32451af1-db08-4915-a2f1-3debf0dce988,884,2881.88,1762.8,5542.91,250.34,9476.87,12-03-2024,20-01-2024,placed,not paid,upi,e04b6379-556e-4e1f-8f64-7ae80d15bdd9
315,33bc020e-e02e-4aab-ad83-f073453631af,501,4348.35,1249.61,6893.56,391.94,9892.62,24-07-2024,26-02-2024,processing,paid,upi,0a7bda07-914d-4018-a0a6-067631898a1a
316,515ff594-e307-4bc5-982f-aaf7372dbc6b,925,7907.22,217.36,1514.13,346.32,4731.86,19-04-2024,03-06-2024,delivered,paid,cod,d1f48405-fc82-43e8-86bd-aa79c3a97219
317,0907a1d7-ea39-490f-a255-ce10bef064d2,641,4063.58,1432.38,5162.84,268.2,9146.14,19-01-2024,19-02-2024,placed,paid,upi,d1889092-3eb6-4c0a-b898-480707250bfd
318,a016eb52-515e-4397-a51b-14899bde8ac1,99,2004.17,1556.29,8239.45,236.79,6028.73,04-01-2024,13-06-2024,processing,not paid,netbanking,45e71c21-891d-4d15-9fc0-b88363729bec
319,a58270e8-7ca1-41ba-ade7-e82cf8f53543,43,9300.34,1034.87,6838.13,320.57,6560.47,04-07-2024,27-06-2024,shipping,paid,upi,1f0971f8-c5c0-4374-ba82-20e3e3a8fb97
320,ba634638-a7fe-4c3f-ac24-d056ed3ad33b,260,3268.5,617.77,4270.63,124.4,5546.13,11-01-2024,02-10-2024,processing,paid,cod,e44281f4-4eee-42f6-b8e9-f0733fb606cd
321,7e295a06-eb10-4b72-9d24-27dd4fec05a5,82,3598.75,1692.34,699.33,367.21,6828.31,12-01-2024,22-08-2024,delivered,paid,cod,d864dbde-9239-4c13-b7d2-cb4472a50a76
322,c270d88a-154f-4528-ad50-9afc777aa90e,715,7368.86,1910.22,2717.78,459.35,8372.03,08-04-2024,14-06-2024,delivered,not paid,cod,df9d2ca5-714e-4701-b39b-25bccadff942
323,fa1c2121-dc6a-420b-ad27-022bd0cebb7e,932,4189.13,297.28,3760.86,349.55,1855.49,18-04-2024,20-02-2024,delivered,paid,netbanking,afbf7236-58ef-4955-bc0e-f53fb77fe055
324,7ce400b6-af0b-48e1-8852-c96900126bc7,438,9278.34,116.95,3196.23,352.74,10123.21,06-04-2024,19-03-2024,placed,paid,netbanking,7aa70338-9b3b-426a-8a86-1c46633d456f
325,488623a9-decc-44b6-8c40-8085ccdea70e,692,6468.29,1405.21,10102.62,247.84,6332.47,31-07-2024,01-05-2024,delivered,paid,upi,58de9c0a-c49d-43fe-9d3b-4b5ba99ba429
326,4f55c902-dd42-46a1-b3fc-5e360d7cff28,559,4677.7,908.27,1000.3,306.13,802.7,21-04-2024,13-03-2024,placed,paid,cod,dca41a02-563c-4214-b28b-4a573fd4cfe6
327,df13e9c2-be45-4695-9441-2c84c8a13280,328,9010.95,55.67,10003.74,199.58,1827.12,22-08-2024,16-01-2024,processing,paid,upi,180f3bf9-56b6-4819-bf43-ff86eb5ee401
328,c66c0ede-c712-4293-b43a-c347b6e0c57f,635,7058.61,1756.86,3940.5,149.2,9660.86,15-01-2024,22-06-2024,processing,paid,upi,69568417-82d5-48b3-b11f-85880d6f09c2
329,044e0bc5-bcaf-4616-bc53-7653d5026d29,256,9753.64,285.27,2004.5,290.04,1224.64,25-08-2024,11-03-2024,placed,paid,upi,161c5ff5-cc2b-4374-a95d-dcdd71a492c9
330,e75bb5d6-dc82-4d58-9890-7fd3f15d11c1,46,4700.01,667.44,8061.35,354.37,9012.68,29-03-2024,24-08-2024,shipping,paid,cod,6667779e-1af2-4c95-b3a6-b90c61c237fc
331,b89d2244-58ea-4f4a-ae5f-95d51993d4e3,641,7848.3,874.15,11125.07,53.61,8973.32,01-07-2024,06-05-2024,delivered,not paid,cod,a7dda7a0-51e2-4ffa-9d52-1c18de990396
332,4bb2acdf-5425-4135-a668-96122cfae2b8,90,5778.21,1152.36,9119.7,493.28,5883.98,24-06-2024,10-05-2024,placed,not paid,upi,eb071cf1-d78e-498c-ad7e-45486f06c19f
333,f927e0ac-14cb-495b-a737-e28ca8a95cb9,461,5274.38,562.54,11555.5,389.04,8188.79,28-04-2024,08-06-2024,processing,not paid,netbanking,24ef6c1a-02b9-4262-96f3-11e2ecfd1704
334,a0c76371-75bf-4dfa-9c33-5fa6e6bf5736,960,4086.77,1334.68,6537.77,225.27,8772.39,07-05-2024,02-06-2024,delivered,not paid,cod,6a59a5bc-5d4b-4c7f-94a0-c31a56e9d924
335,5c75dbf5-72b3-4813-b9d0-146eb3f31e0c,352,7690.75,916.21,9644.9,203.53,3234.88,18-05-2024,25-07-2024,delivered,not paid,cod,c428f997-b304-49f6-9b20-2e63ceba8692
336,4db7a5fc-357f-47a7-85a0-2658c431873a,301,4243.46,1589.75,8913.64,324.38,2653.55,27-09-2024,01-10-2024,shipping,paid,upi,cfe34996-3d4b-4f72-b88f-49409f947601
337,98aeb19b-debe-4d52-9ebd-ceb81d3a11a3,114,5858.59,103.79,3827.61,215.9,2545.59,11-02-2024,27-08-2024,placed,paid,cod,03a76291-f95d-46d5-8ee0-0d4dc0fce4f8
338,4a0cafef-3ee4-424d-8b93-9093f727641f,153,9967.9,1441.21,9241.7,350.18,8141.49,19-09-2024,07-06-2024,placed,not paid,netbanking,dd2847fe-88d7-4481-96a4-59ff4d9718bb
339,b9efbb58-58a4-40fd-a771-598513616fae,968,9763.52,1443.16,1887.09,231.28,8653.86,05-07-2024,28-01-2024,delivered,not paid,cod,62426b83-90f7-4127-b2cc-7d7ecad0e17d
340,985fbdca-0e30-4a1f-b488-77183b94e93b,89,9550.51,594.92,3672.58,494.08,8608.45,24-06-2024,17-01-2024,delivered,not paid,netbanking,209c76a2-6bed-4faa-bc17-28d214ee6bea
341,f1cc843c-efa4-4a00-9ab1-7dd27a480b68,706,6280.94,188.43,2097.31,247.67,775.72,16-04-2024,14-02-2024,placed,not paid,cod,ae292d08-c707-4fc2-887d-a226014378d1
342,7ddca327-a0c7-418f-9dbd-9956ee84f49b,298,2868.75,59.8,1013.04,428.36,6965.1,18-07-2024,01-04-2024,placed,not paid,upi,89f7c34f-049c-4b0a-847a-6ff8f8d2629e
343,75e243fc-e9d4-489a-a391-c96334218644,50,9293.54,914.65,5609.3,363.29,2822.05,29-04-2024,30-04-2024,placed,paid,cod,79e59494-5068-4fab-b6ff-d995ef130e6a
344,52592410-5794-4539-a692-3a9a6e71acfa,605,9575,814.14,9810.24,134.34,6530.32,24-06-2024,13-06-2024,delivered,not paid,upi,af2ac35b-f6b0-4b06-8e3d-b10f11326c0d
345,5eb88622-127c-419f-8408-87c1eafd8e3e,475,1784.69,1528.69,9620.96,487.87,7884.41,10-05-2024,26-07-2024,shipping,paid,cod,23b1e18a-88c5-49d0-83b8-1ae2ef541fcb
346,39c9fe4a-5f4a-4ea0-8998-814ea621a1a7,402,5989.07,1463.75,1586.96,249.08,8626.46,19-06-2024,20-01-2024,delivered,paid,cod,6513edd9-8497-4429-b817-801d2b9d8cb3
347,56f654d8-4ab9-4e6a-ad0a-e7dd9e678e9b,203,9171.89,1096.11,7538.76,110.4,5102.72,27-04-2024,21-06-2024,shipping,paid,netbanking,d44061e1-c3c6-47e9-b0f7-bb8095d81d0d
348,c2fa17fa-32ac-4139-977a-b441552fc885,999,1944.3,1573.74,3620.14,97.58,8965.63,26-06-2024,26-04-2024,shipping,not paid,upi,77958dfe-9c2a-4213-bc46-9221db4ffe74
349,c95125e0-0bce-40cb-8e3e-34b3910d70bb,300,7306.35,1785.12,10769.25,273.27,514.45,24-07-2024,06-07-2024,placed,not paid,cod,1de49f5f-5dd4-44f6-9191-519c23874030
350,f62ef592-227b-4d0d-97ba-1418840ec6c4,798,2433.25,1725.11,4646.7,307.21,1653.25,28-02-2024,02-08-2024,shipping,paid,upi,0c91e02c-c338-4332-a7d7-2064799805e3
351,5e49298b-87c0-4bc6-b05f-7d6e8db46a47,852,6967.91,209.74,11389.56,216.59,10900.46,10-07-2024,16-08-2024,delivered,not paid,upi,82d059e9-e065-48f1-b6a0-e246129bf4db
352,185e423c-212f-482b-bbc1-2844e8aa2efa,680,8262.48,1810.02,11765.77,163.23,9344.98,08-05-2024,30-09-2024,placed,not paid,upi,582b23b1-6768-433b-a01f-89cc40c2046f
353,1cbaddc6-a240-4b91-9ef7-9aa936fc6975,31,8215.04,789.97,566.43,55.54,1698.87,31-07-2024,22-02-2024,placed,not paid,netbanking,4a6b56c4-1c1f-40ff-aed1-4f848f17d886
354,f5be6184-6e8a-4f19-88c2-208a0fc5cf36,825,9621.12,856.03,4204.34,292.06,1748.54,26-05-2024,01-09-2024,delivered,not paid,cod,ffa14cc4-779a-4461-b695-5a65c3fe7034
355,18878dad-8da2-45b0-8a1c-c6ef838ddb5c,685,4918.3,6.89,10216.58,319.33,9938.28,25-04-2024,24-01-2024,shipping,paid,cod,fd87096c-a59c-489a-a445-7baae763f776
356,289a195d-1e29-4b2f-b37a-574aeece63da,538,4469.85,1645.47,4121.46,51.33,7339.7,23-03-2024,21-04-2024,processing,paid,upi,b89314ba-e583-4177-a671-db2b0d16ef7c
357,5057d637-f4fc-4c06-b40f-6599f0cc6554,877,6007.47,1968.47,3956.98,54.51,8580.17,12-05-2024,01-06-2024,processing,paid,cod,dd4d220d-6da6-4346-b51b-fd875474feef
358,cb1b1126-8432-4040-baef-935d9a677653,178,3319.89,505.04,9059.04,140.44,7670.43,16-02-2024,16-09-2024,delivered,not paid,netbanking,5fecbbf9-934e-4d6d-a62d-16f23e415d25
359,2a209565-37c2-453b-a06d-b2e9c4e19bd1,475,6236.89,1769.75,9963.5,390.27,8956.84,31-03-2024,27-01-2024,placed,paid,upi,64998700-7a5a-4e4e-b8fe-7b961d852ca7
360,84251727-c5db-416a-8711-9a5f934bfe6e,880,1487.12,708.75,11823.12,401.57,1964.95,09-01-2024,21-07-2024,delivered,not paid,netbanking,88581093-9a25-4fb8-8324-c1cef8d02abd
361,a17eec44-c691-4aae-96be-9e60583d6531,992,8747.18,1568.3,5991.42,258.56,791.09,17-02-2024,15-09-2024,processing,not paid,upi,be288faa-f6c7-4a8c-a472-009c5842b61a
362,cb42da34-97c3-413c-977d-631edd205190,284,8484.1,1547.55,2768.56,458.86,880.4,10-02-2024,04-03-2024,processing,not paid,upi,6f404f82-db13-48ba-8299-2fece1bfbfce
363,c9289f99-c4e9-4d79-b1b8-115471fe6131,740,9618.27,948.09,1686.47,223.43,4516.03,21-02-2024,12-07-2024,processing,paid,upi,4af93247-8b3d-4eed-a81d-35ba57b87b47
364,d601ea6b-5b15-48e1-b27a-614ba0b02be1,435,8755,1723.39,5217.36,474.97,5438.47,03-05-2024,22-06-2024,delivered,not paid,netbanking,af13f65a-d070-4d9d-a536-53249a4d5cb9
365,dd405251-1c68-43c5-b0fe-9fda1969ad36,244,9533,950.3,5068.82,431.68,6136.95,19-04-2024,10-06-2024,placed,not paid,upi,a5058547-6fe8-4bec-918f-e15f668dec6a
366,62d64ba6-9976-488a-b006-eeff9b96908c,115,1321.94,324.44,7477.72,256.37,6735.77,23-05-2024,06-07-2024,delivered,not paid,netbanking,dad74ac5-1171-43c9-bf25-6a51c64a1d2c
367,5d4c4682-de59-4f92-9f50-11a526f208f4,787,2569.96,895.37,8208.23,235.91,5459.16,19-06-2024,02-06-2024,placed,paid,upi,96827fce-4a1e-4620-88a5-d23967fa6e28
368,006b413b-efb9-4cd8-b0e3-3cec71ad8604,223,3633.83,238,4218.67,281.09,2531.28,30-01-2024,16-07-2024,placed,paid,cod,82c2d771-51e2-4470-97ef-b3604fbb6b46
369,3c1fe880-8d9b-4680-9ea2-12fb4edb9c64,936,1221.82,1359.17,10767.53,347.62,9210.23,26-02-2024,05-02-2024,placed,paid,upi,ea6a568d-29a2-42e3-be92-06508ea50c3b
370,5d72e584-c29b-451d-828e-e7e225b620a6,677,4099.09,437.75,7834.17,200.48,10062.61,11-05-2024,28-08-2024,placed,paid,netbanking,c94e0891-2e5a-42a3-9885-c4851e1d2473
371,83aff886-5d18-44b6-a228-0cb06cb4d7d6,625,8887.55,1439.88,8840.37,258.51,4492.66,24-07-2024,14-09-2024,placed,not paid,netbanking,18b41da3-302f-4870-a5f0-cfdf4cf42d74
372,3fbf3566-7119-4430-aed9-037af3af29f4,543,4857.43,1430.97,9554.75,143.81,8956.72,09-05-2024,18-06-2024,shipping,paid,upi,cca7ffbc-ba6f-4e47-9d99-b3ec8e37469a
373,f7366968-6f9b-488e-9b85-63662de7b056,290,4329.43,1237.08,7846.2,387.49,7345.16,07-09-2024,06-03-2024,placed,not paid,netbanking,8e7da161-8924-470b-be1d-8e111be311c5
374,9eae8b00-b852-4a54-83a2-3cc949e51961,802,7791.67,1488.62,7135.28,251.3,2563.23,09-05-2024,29-01-2024,shipping,paid,upi,84c220e3-9a5e-4ff8-97f6-31479bde871f
375,f4fc5a82-e89c-42c5-9715-ead8ea135d07,349,3190.86,725.82,7041.49,464.21,8109.77,09-06-2024,24-08-2024,processing,paid,netbanking,c5b95220-ddf0-4d7f-b11a-651be266e8e0
376,a991ac7d-c18f-47d5-a166-1e9261ad8448,477,2299.71,449.25,7108.25,465.68,6033.29,15-09-2024,18-07-2024,processing,paid,cod,2eab5a29-a8c7-473a-8658-71195136cdd3
377,8f0eca0b-ddb2-4f4a-a430-78126d618cc6,369,8694.91,786.99,3398.38,171.93,10465.83,07-04-2024,27-06-2024,placed,not paid,upi,f10ffb80-e980-4e26-887a-92a72de1b6b5
378,2c49e0e9-28c6-4bdd-9e73-6125afac917d,468,8368.23,423.96,8763.86,382.68,1482.48,01-09-2024,12-09-2024,shipping,not paid,netbanking,e8a59816-e6cb-4d21-9ac0-61ab241bc128
379,ce5253cd-2301-46a9-a69d-120299f75252,445,3970.08,1127.61,10183.57,79.65,7117.54,18-01-2024,11-01-2024,shipping,not paid,netbanking,bafbf1f4-1d7e-41eb-af1b-2d41f26e29de
380,98fe8793-e329-4044-85c1-5d282f764d93,200,6479.2,735.92,7082,285.31,4153.26,01-09-2024,16-01-2024,delivered,paid,upi,a4239c2f-f3c9-4a68-97a6-a972d496a9ae
381,fc92de96-06ea-42b0-a089-8f2255c4d2af,404,9028.05,362.9,7134.86,332.49,10058.01,20-01-2024,08-06-2024,processing,not paid,netbanking,2c5e56fc-c142-44f9-8043-a5ef51ae3bc1
382,ebd0fa1d-f7c9-48af-9e62-a6b7db848012,770,4872.5,1529.94,4088.53,297.67,10695.35,10-03-2024,18-08-2024,placed,not paid,netbanking,2f70c393-cfbe-4ca8-9c36-6fe6888621b0
383,95849881-3d13-4cf2-b545-cb69488076bd,460,2951.54,879.94,4627.77,256.92,7721.78,02-03-2024,16-01-2024,placed,not paid,cod,2015e3cc-24e6-44c2-ab29-e92f145c13df
384,090c34ea-e61c-4e57-9e0a-3774f237ef90,323,1832.83,1936.31,11614.9,115.65,8410.32,23-02-2024,18-05-2024,shipping,not paid,cod,2f54ba8b-04f4-4cea-b741-69570221c3ba
385,c7470f32-f088-4b41-a534-d92dc05bd2d6,461,1191.71,1111,11192.39,119.89,2994.5,04-03-2024,07-09-2024,delivered,paid,upi,a5c4a61e-a405-4d72-84dd-e38b4c1f9857
386,1f8c9cd8-059e-474a-9587-fab7955cda8c,801,5856.02,525.05,1322.11,324.62,1271.59,31-07-2024,09-04-2024,placed,not paid,netbanking,e75d15e9-e1e8-4827-a08d-dda791b5b98b
387,bd51599b-25df-4f5e-adee-48d781895892,30,4427.5,282.84,10265.37,50.36,3602.45,10-05-2024,30-06-2024,placed,not paid,upi,7c2575d9-89bb-4ad8-9665-223b22293086
388,9f674e50-844e-4031-9056-acb4b05b81b8,673,7409.56,14.58,987.36,257.55,9991.93,19-03-2024,29-04-2024,processing,not paid,upi,c338a0d0-e5b2-4baa-ad6c-86d61f067ad7
389,fbd1a059-a2ec-4e38-a6c1-c85eb3184882,361,9416.34,1645.67,3705.86,184.11,7322.92,10-01-2024,27-08-2024,shipping,not paid,upi,84c52fd3-c8cf-460d-a0cf-0d92aa71e655
390,f77579e8-2c5f-419e-9d62-88d21984a0f6,164,4608.66,70.52,10444,438.06,1230.81,01-10-2024,29-06-2024,delivered,paid,netbanking,acce6e91-c0ac-4e7f-9233-d6a79146b609
391,d7a1278c-d241-4359-9495-2e68f1747723,734,851.22,973.18,11240.35,188.5,2549.52,26-02-2024,06-06-2024,placed,not paid,netbanking,7f161a52-9702-4065-bc4a-dad4e61ae9fe
392,552c049f-7460-44f2-ab22-ddc62d12288d,998,7987.34,698.3,2529.6,104.48,4848.6,09-07-2024,24-05-2024,processing,paid,netbanking,c7286007-d21e-4dac-af89-f5eeeb6b079c
393,d42b7bd7-df02-4760-b203-b917513119b4,278,4772.79,1806.55,5545.11,293.45,9331.33,15-02-2024,17-08-2024,placed,paid,netbanking,1204eb2f-3cdf-45bb-98e2-1cbc6e233cb4
394,f3b072db-83e0-4fb0-b8a6-69177b0badb4,27,1808.92,1360.4,5821.47,399.88,2365.58,14-08-2024,07-07-2024,delivered,not paid,cod,16bbcbf6-da4b-4555-b42b-c3702713fbf5
395,1d86cbc4-5ebc-49e1-9a43-a3ad39971c95,135,1063.42,561.35,11156.03,232.59,1131.14,13-04-2024,18-01-2024,delivered,not paid,cod,55a4a58c-b7d1-48a3-a48b-9464c97e2722
396,8a5f89be-fcb7-4b12-b6f6-d1c8e789f863,655,7807.01,1638.9,8933.63,393.42,10038.62,10-03-2024,01-07-2024,processing,paid,upi,52e0ffad-b9fb-4e11-a79e-868839e32bdc
397,a87a20ea-3da3-4f1e-ac68-e872af126f47,579,4827.85,595.49,4152.76,98.48,9724.17,04-02-2024,04-04-2024,delivered,paid,upi,027064e5-aca5-4d7d-8543-fc241b6b1947
398,f0f40aea-4252-47b0-8e56-71e6cee7f46b,898,8221.98,590.12,1335.22,414.79,4194.38,01-08-2024,03-08-2024,placed,not paid,cod,f397d959-3bb9-494c-8c7d-2d25904b2098
399,56ea6824-d57e-42c1-981d-b50142b5be79,913,9884.4,1620.79,1063.4,433.77,10029.81,17-08-2024,29-01-2024,processing,not paid,upi,682c226d-40e6-4111-8e5a-c1019d6fa582
400,ee143733-c423-449f-b0f4-218863deda29,545,1594.8,1807.85,8139.63,229.38,2778.21,27-06-2024,17-07-2024,delivered,paid,cod,4cdb2033-aaea-4b41-837e-7fc6ad247af8
401,2250a521-6768-4999-ab18-9ec7774e3b71,464,6131.59,1726.77,10802.47,349.69,6833.97,19-03-2024,17-09-2024,delivered,not paid,upi,78888ea8-e503-4777-8dce-c949f2c5d0d6
402,e5272568-c2fe-41b8-8d2a-ad74f8558ae3,694,9453.31,1980.1,10930.76,321.76,5763.11,29-05-2024,14-01-2024,processing,paid,netbanking,9b4a96cd-0fe5-4be4-8c82-0300b724d922
403,adf7d50c-d25c-43e4-99a3-cd5496cf2b25,187,7316.13,1269.72,9552.77,287.88,6472.28,15-09-2024,28-09-2024,processing,not paid,netbanking,29c2ee5f-b755-475c-af09-7f3b43a30a93
404,d46a8664-8471-46a6-a3e2-29c317681628,503,3364.84,353.02,6304.33,491.84,4164.7,24-06-2024,22-08-2024,placed,not paid,upi,39a85d68-333f-489d-9742-f701c5211660
405,cb38742f-e155-470a-b518-2b48c4be9919,769,7463.69,1692.27,11437.74,241.62,10007.62,28-09-2024,01-02-2024,placed,not paid,netbanking,05856f8d-f073-48c2-ab56-9f83e26f1779
406,f661faf1-0bbd-4d75-a99d-066470c8a719,245,8073.19,1795.45,3051.57,248.85,3874.24,23-09-2024,11-07-2024,delivered,paid,netbanking,e068b79b-3946-4c37-a98a-487f5eba7a9d
407,bd55da4c-c857-4136-b2df-f517a6f29fa9,561,1520.02,1789.37,6748.98,397.23,8583.18,22-03-2024,30-08-2024,processing,not paid,netbanking,1a224a67-f88e-4aaa-a355-30b37025973f
408,ec50aac7-3060-43f8-b158-c6effd6bdaec,827,5100.1,594.05,9125.54,203.19,2776.31,28-05-2024,02-04-2024,placed,paid,upi,a4a541e3-8298-4531-9335-0bab38349021
409,6adfc81d-e512-4f51-b6a2-9575764e5f5a,290,1256.59,175.46,11039.5,174.13,9394.69,08-03-2024,26-02-2024,placed,not paid,netbanking,c69c0c8f-480b-4be4-b835-301975403cfc
410,beb58498-7971-4416-9a48-88d3cc321da3,157,6554.72,1463.13,10879.54,488.42,10740.31,14-03-2024,06-06-2024,processing,paid,cod,1f813fce-2c92-4689-aa2f-ec0a7c7384b4
411,910d9ae9-231a-4a17-adbb-ccb5ac4b4e20,319,2199.06,1562.7,4254.53,383.96,6870.16,18-02-2024,22-09-2024,delivered,not paid,upi,4ffe5be1-4795-4cea-8740-6ce67e67e394
412,936140fe-67bc-47d6-9054-83d18ed00a4e,975,7486.87,1455.28,1601.1,422.43,10022.05,28-03-2024,02-07-2024,shipping,not paid,upi,513b390e-4951-4789-9060-09cbc29e1ba8
413,935b434c-2b77-483e-95f5-297416643401,67,5016.75,178.04,9723.56,480.74,3878.25,16-02-2024,05-02-2024,placed,paid,upi,4cb1faaa-fe53-4353-994c-ff6afd151a86
414,33fe4352-aa6d-4626-a9ab-79b88bf85337,825,5875.17,1254.89,9802.43,150.03,8711.34,08-07-2024,03-08-2024,processing,not paid,upi,c4e3a34c-f177-41f8-a341-1a76b65d7b7f
415,47335c13-4f08-4827-9795-df4a5344c4b5,898,8504.16,883.07,7528.57,305.9,8905.14,10-02-2024,25-02-2024,processing,paid,netbanking,a088db4c-1afe-4287-8fb3-57359281dca7
416,9407dbd1-d12f-4038-9ded-bac7fc16a421,958,5339.56,395.21,11557.29,68.97,9668.36,12-03-2024,07-05-2024,shipping,paid,netbanking,92a464cf-2111-4e6e-b984-beac7b932c0b
417,90bc0c43-d207-48bf-90ba-caa4f09ba9b2,914,2806.11,432.99,1749.4,310.3,10820.41,09-05-2024,19-06-2024,processing,not paid,netbanking,10652c55-c6c8-4ae8-bea5-1efd230c597b
418,7b18beb2-fc07-48ae-95ff-9d6c126cbb9c,137,9348.7,938.44,8768.23,263.55,4498.31,15-05-2024,02-08-2024,processing,not paid,upi,35bbaaae-c330-4b85-9b39-bfa7ba2ee018
419,e19627a2-77de-4c6f-9181-cee1324ecb91,987,8385.06,1734.01,8455.88,190.53,10113.12,06-03-2024,26-07-2024,delivered,paid,cod,942f8003-9211-4217-9481-88b2cb1b671d
420,777ba9ae-66e7-4287-adc4-3b79fa6bef36,140,3552.71,1555.84,871.88,192.29,6181.49,09-05-2024,16-07-2024,placed,paid,upi,99a72a11-5168-49a0-80ed-270298aee48e
